GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene ID
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772618
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772278
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772360
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772447
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772282
CG4612	FBgn0035016	FBtr0306137	FBpp0297274	37914
CG4612	FBgn0035016	FBtr0072346	FBpp0072253	37914
FS(1)H	FBgn0004656	FBtr0071122	FBpp0089299	31722
FS(1)H	FBgn0004656	FBtr0333307	FBpp0305499	31722
FS(1)H	FBgn0004656	FBtr0333309	FBpp0305501	31722
FS(1)H	FBgn0004656	FBtr0071120	FBpp0089297	31722
FS(1)H	FBgn0004656	FBtr0071121	FBpp0089298	31722
FS(1)H	FBgn0004656	FBtr0301309	FBpp0290524	31722
FS(1)H	FBgn0004656	FBtr0071118	FBpp0071073	31722
FS(1)H	FBgn0004656	FBtr0071119	FBpp0071074	31722
FS(1)H	FBgn0004656	FBtr0333308	FBpp0305500	31722
CG15535	FBgn0039764	FBtr0346511	FBpp0312129	43608
CG15535	FBgn0039764	FBtr0085629	FBpp0084993	43608
CG7102	FBgn0031961	FBtr0079559	FBpp0079181	34079
CG7102	FBgn0031961	FBtr0343419	FBpp0310065	34079
LT	FBgn0002566	FBtr0333519	FBpp0305699	3355130
LT	FBgn0002566	FBtr0344082	FBpp0310509	3355130
LT	FBgn0002566	FBtr0111123	FBpp0110415	3355130
LT	FBgn0002566	FBtr0111125	FBpp0110417	3355130
CG7694	FBgn0038627	FBtr0290211	FBpp0288650	42230
CG7694	FBgn0038627	FBtr0083632	FBpp0083052	42230
CG7694	FBgn0038627	FBtr0344291	FBpp0310695	42230
CG33644	FBgn0053644	FBtr0091621	FBpp0090987	3772563
SALT	FBgn0039872	FBtr0300915	FBpp0290137	43742
SALT	FBgn0039872	FBtr0339190	FBpp0308328	43742
CG10592	FBgn0035619	FBtr0077129	FBpp0076835	38632
CG4847	FBgn0034229	FBtr0086933	FBpp0086089	36973
CG4847	FBgn0034229	FBtr0086935	FBpp0086091	36973
CG4847	FBgn0034229	FBtr0086934	FBpp0086090	36973
CG4847	FBgn0034229	FBtr0086937	FBpp0086093	36973
CG30430	FBgn0050430	FBtr0072448	FBpp0072350	246610
CG30430	FBgn0050430	FBtr0343513	FBpp0310118	246610
CG15040	FBgn0030940	FBtr0074618	FBpp0074389	32848
MRPS22	FBgn0039555	FBtr0085247	FBpp0084616	43345
PEX11	FBgn0034058	FBtr0087267	FBpp0086405	36758
CG9934	FBgn0032467	FBtr0301247	FBpp0290465	34699
