Gene stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	Gene name
YKL126W	853733	P12688	YPK1
YLL060C	850666	Q12390	GTT2
YDR212W	851798	P12612	TCP1
YNL162W	855560	P0CX27	RPL42A
YNL162W	856544	P0CX27	RPL42A
YNL162W	855560	P0CX28	RPL42A
YNL162W	856544	P0CX28	RPL42A
YER144C	856887	P39944	UBP5
YGL037C	852846	P53184	PNC1
YBR039W	852327	P38077	ATP3
YDR476C	852087	Q03362	
YIL044C	854767	P40529	AGE2
YKR072C	853946	P36024	SIS2
YPL250C	855825	Q12048	ATG41
YBL089W	852189	P38176	AVT5
YCR020C-A	850383	P23059	MAK31
YDL131W	851425	Q12122	LYS21
YPL051W	856056	Q02804	ARL3
YER069W	856800	Q01217	ARG5,6
YAL048C	851249	P39722	GEM1
YDR458C	852069	Q03281	HEH2
YJR138W	853603	P47170	IML1
YJL108C	853336	P42946	PRM10
YPR013C	856123	Q12145	CMR3
YKR075W-A		Q8TGM9	
YEL066W			HPA3
YOL039W	854118	P05319	RPP2A
YDR081C	851654	P32896	PDC2
YPL121C	855982	P32489	MEI5
YNL257C	855464	P38717	SIP3
YBL067C	852212	P38187	UBP13
YKL074C	853788	P36084	MUD2
YLR310C	851019	P04821	CDC25
YPR068C	856181	Q12214	HOS1
YNL229C	855492	P23202	URE2
YOR349W	854531	P40987	CIN1
YBR270C	852573	P38346	BIT2
YGL252C	852640	P32608	RTG2
YML056C	854948	P50094	IMD4
YBR087W	852383	P38251	RFC5
YKL087C	853775	Q00873	CYT2
YOL090W	854063	P25847	MSH2
YOR271C	854445	Q12029	FSF1
YDL071C		Q07438	
YOR173W	854344	Q12123	DCS2
YFR021W	850577	P43601	ATG18
YGL250W	852642	P53060	RMR1
YPR160W-A		P0C5S1	
YPR202W	856332	Q08993	
YIR020W-A		Q03886	
YML064C	854938	P38987	TEM1
YGR260W	853175	P53322	TNA1
YPL270W	855858	P33311	MDL2
YIR004W	854820	P40564	DJP1
YLR342W	851055	P38631	FKS1
YJR037W		P47105	
YGR159C	853064	P27476	NSR1
YDR113C	851691	P40316	PDS1
YBR121C			GRS1
YDR168W	851746	P06101	CDC37
YAL025C	851208	P10962	MAK16
YIL092W	854716	P40497	
YGR006W	852889	P33411	PRP18
YOR106W	854273	Q12241	VAM3
YAR064W	851294	P39563	
YDR520C	852133	Q04411	URC2
YML132W	854907	P0CX13	COS3
YML132W	852605	P0CX13	COS3
YML132W	854907	P0CX12	COS3
YML132W	852605	P0CX12	COS3
YPL248C	855828	P04386	GAL4
YBR026C	852314	P38071	ETR1
YOR108W	854275	Q12166	LEU9
YKL018W	853851	P36104	SWD2
YDR307W	851902	Q06644	PMT7
YER161C	856908	P06843	SPT2
YGL121C	852756	P53130	GPG1
YLR017W	850704	Q07938	MEU1
YJR079W	853542	P47126	
YBR197C	852496	P38306	
YGL040C	852842	P05373	HEM2
YML113W	854927	P13483	DAT1
YKL135C	853723	P36000	APL2
YJR049C	853508	P21373	UTR1
YAL031C	851202	P39732	GIP4
YER131W	856868	P39939	RPS26B
YGR130C	853031	P53278	
YKL112W	853748	P14164	ABF1
YBR027C	852315	P38220	
YHL042W	856343	P38729	
YNL042W-B	1466515	Q3E7Z2	
YOR059C	854225	Q08448	
YIL136W	854670	P16547	OM45
YER027C	856749	Q04739	GAL83
YBR177C	852476	P38295	EHT1
YAR075W		O42831	
YHR022C-A	1466527	Q8TGT6	
YML058W-A	854944	Q6Q5K6	HUG1
YDR265W	851858	Q05568	PEX10
YIR022W	854840	P15367	SEC11
YHR180C-B		P0C5N5	
YOL149W	854016	Q12517	DCP1
Q0255	854623	P03881	
YIL002W-A	1466493	Q3E7Z5	
YPR058W	856171	P32331	YMC1
YDL076C	851483	Q07458	RXT3
YDL006W	851558	P35182	PTC1
YBR176W	852474	P38122	ECM31
YPL004C	856103	Q12230	LSP1
YNL248C	855473	Q01080	RPA49
YGR021W	852904	P53212	
YKR085C	853960	P22354	MRPL20
YLR304C	851013	P19414	ACO1
YJR008W	853464	P47085	MHO1
YKR102W	853977	P36170	FLO10
YOR121C		Q08521	
YPR110C	856226	P07703	RPC40
YKL217W	853663	P36035	JEN1
YOL106W		Q08241	
YNR045W	855781	P07390	PET494
YJR023C		P47094	
YMR136W	855167	P40209	GAT2
YIL066W-A		A0A023PXF8	
YML091C	854883	Q02773	RPM2
YAL063C-A	1466427	Q3E791	
YBR230W-A	2777172	Q3E762	
YNR051C	855787	P53741	BRE5
YER088C-A		A0A023PXD3	
YGR097W	852989	P48361	ASK10
YLL052C	850674	P0CD90	AQY2
YMR199W	855239	P20437	CLN1
YOR295W	854470	Q08747	UAF30
YIL133C	854673	P26784	RPL16A
YDL086W	851472	Q07505	
YGL170C	852705	P45819	SPO74
YHR106W	856506	P38816	TRR2
YCR092C	850454	P25336	MSH3
YOR203W		Q08621	
YHR186C	856593	P38873	KOG1
YDR238C	851824	P41810	SEC26
YMR286W	855330	P20084	MRPL33
YFL034W	850510	P43564	MIL1
YGL166W	852710	P15315	CUP2
YKR044W	853918	P36137	UIP5
YGL104C	852774	P53142	VPS73
YHL029C	856356	P38738	OCA5
YDR077W	851649	Q01589	SED1
YDR381C-A	851989	Q3E6R5	
YHR048W	856444	P38776	YHK8
YJR002W	853458	P47083	MPP10
YGR149W	853052	P48236	GPC1
YJR145C	856610	P0CX35	RPS4A
YJR145C	853610	P0CX35	RPS4A
YJR145C	856610	P0CX36	RPS4A
YJR145C	853610	P0CX36	RPS4A
YBR090C	852387	P38253	
YIL123W	854683	P40472	SIM1
YHR039C-A	856435	P48836	VMA10
YKR080W	853955	Q02046	MTD1
YNL190W	855531	P53872	
YOR132W	854300	P32913	VPS17
YOR216C	854391	Q12234	RUD3
YBL071C-B	1466440	Q8TGU8	
YHR073W-A		P0C5N7	
YPL042C	856065	P39073	SSN3
YNL194C	855527	P40169	
YKL065W-A	3799975	Q2V2P2	
YPR149W	856272	Q12207	NCE102
YBR064W		P38240	
YIR001C	854817	P40561	SGN1
YDL023C		Q12264	
YJR048W	853507	P00044	CYC1
YDL083C	855174	P0CX51	RPS16B
YDL083C	851476	P0CX51	RPS16B
YDL083C	855174	P0CX52	RPS16B
YDL083C	851476	P0CX52	RPS16B
YHR035W	856430	P38769	NEL1
YOR099W	854266	P27810	KTR1
YPL172C	855931	P21592	COX10
YPR009W	856118	Q12286	SUT2
YDR036C	851606	P28817	EHD3
YOR001W	854162	Q12149	RRP6
YKL156C-A		Q8TGN0	
YLR027C	850714	P23542	AAT2
YDR057W	851627	Q99220	YOS9
YCR005C	850361	P08679	CIT2
YBR044C	852332	P38228	TCM62
YLR214W	850911	P32791	FRE1
YMR025W	855040	Q04368	CSI1
YCR038W-A		Q96VG8	
YMR112C			MED11
YGR195W	853109	P46948	SKI6
YER002W	856719	P40007	NOP16
YAL023C	851210	P31382	PMT2
YPL039W	856068	Q03080	
YDR513W	852124	P17695	GRX2
YIL153W	854653	P40454	RRD1
YPR051W	856163	Q03503	MAK3
YCL034W	850323	P25369	LSB5
YKR068C	853942	P36149	BET3
YAL062W	851237	P39708	GDH3
YDR487C	852098	Q99258	RIB3
YML127W	854912	Q03124	RSC9
YNL080C	855644	P53938	EOS1
YCL026C-B	850331	Q96VH4	HBN1
YDR066C	851638	Q12378	RTR2
YPR134W	856253	P08593	MSS18
YIR002C	854818	P40562	MPH1
YKR027W	853898	P36122	BCH2
YBL068W	852211	P38063	PRS4
YNR005C		P53717	
YLL062C	850664	Q12525	MHT1
YML005W	855008	Q04235	TRM12
YGR250C	853165	P53316	RIE1
YLR378C	851095	P32915	SEC61
YJR009C	853465	P00358	TDH2
YJL222W-A		P0CL26	
YJL222W-A		P0CL25	
YGL155W	852722	P18898	CDC43
YGL216W	852655	P53086	KIP3
YOR009W	854173	Q12218	TIR4
YCR020W-B	850384	Q9URQ5	HTL1
YJL173C	853266	P26755	RFA3
YKL081W	853781	P36008	TEF4
YFL012W-A		Q03186	
YPR118W	856234	Q06489	MRI1
YNR064C	855801	P53750	
YLR023C	850710	Q07959	IZH3
YBR216C	852517	P38315	YBP1
YKR022C	853892	P36118	NTR2
YLR425W	851145	Q06412	TUS1
YMR160W	855195	Q03823	
YDR352W	851954	Q06328	YPQ2
YJR014W	853471	P47089	TMA22
YOR204W	854379	P06634	DED1
YFL024C	850520	P43572	EPL1
YOR209C	854384	P39683	NPT1
YDR278C		Q05612	
YIL108W	854698	P40483	
YHR165C	856570	P33334	PRP8
YNL145W	855577	P34166	MFA2
YMR046W-A		Q6B0Y5	
YNR068C	855805	P53754	
YKL083W		P36079	
YHL006C	856383	P38751	SHU1
YGR029W	852916	P27882	ERV1
YHL025W	856360	P18888	SNF6
YGL125W	852752	P53128	MET13
YJR135W-A	853600	P57744	TIM8
YIR023C-A		A0A023PZF9	
YGR038W	852926	P53224	ORM1
YGR008C	852891	P16965	STF2
YPR019W	856130	P30665	MCM4
YEL062W	856647	P39923	NPR2
YNL323W	855393	P42838	LEM3
YNL003C	855729	P38921	PET8
YCR094W	850456	P25656	CDC50
YJR045C	853503	P0CS90	SSC1
YPL213W	855888	Q08963	LEA1
YBR271W	852574	P38347	EFM2
YDR079C-A	851652	Q3E7C1	TFB5
YNL199C	855522	Q01722	GCR2
YHR172W	856577	P38863	SPC97
YEL074W		P39973	
YNL048W	855679	P53954	ALG11
YDR204W	851785	O13525	COQ4
YHR002W	856391	P38702	LEU5
YJL176C	853264	P32591	SWI3
YJL193W	853246	P39542	
YOR284W	854458	Q12134	HUA2
YHR016C	856409	P32793	YSC84
YFL013C	850534	P43579	IES1
YJR128W		P47162	
YPR121W	856239	Q06490	THI22
YER142C	856885	P22134	MAG1
YGR248W	853163	P53315	SOL4
YPL054W	856053	Q02799	LEE1
YDL247W-A		P0C5L9	
YIL067C	854743	P40514	
YDL024C	851537	P52290	DIA3
YGL094C	852786	P53010	PAN2
YGR131W	853032	P53279	FHN1
YKL198C	853635	P36002	PTK1
YCL028W	850329	P25367	RNQ1
YOR036W	854201	P32854	PEP12
YLR073C	850762	Q08003	RFU1
YER035W	856757	P40023	EDC2
YBR084W	852378	P09440	MIS1
YHR079C	856478	P32361	IRE1
YHR169W	856574	P38719	DBP8
YNL072W	855652	P53942	RNH201
YAL026C	851207	P39524	DRS2
YAL014C	851219	P31377	SYN8
YGR163W	853072	P53290	GTR2
YHR054C	856451	P38780	
YPL123C	855980	Q02933	RNY1
YDR109C	851687	Q04585	
YJL159W	853281	P32478	HSP150
YIR019C	854836	P08640	
YOR154W	854325	Q12232	SLP1
YFL046W	850498	P43557	FMP32
YDR466W	852077	Q03306	PKH3
YLL008W	850652	P32892	DRS1
YMR096W	855121	Q03148	SNZ1
YLL063C	850663	Q12226	AYT1
YLR449W	851170	Q06205	FPR4
YBR065C	852357	P38241	ECM2
YNL224C	855497	P53866	SQS1
YGR125W	853026	P53273	
YOR048C	854213	Q02792	RAT1
YPL144W	855959	Q12245	POC4
YBR245C	852547	P38144	ISW1
YKR007W	853876	Q02205	MEH1
YML133C	854906	Q03099	
YOL073C	854081	Q08232	DSC2
YPR036W-A	856149	Q3E752	SPO24
YLL046C	850680	P32385	RNP1
YMR246W	855288	P47912	FAA4
YOL152W	854013	Q12333	FRE7
YDR427W	852037	Q04062	RPN9
YMR052C-A		Q6B0Y6	
YER145C	856888	P40088	FTR1
YDL044C	851517	P10849	MTF2
YJL030W	853422	P40958	MAD2
YLR089C	850778	P52893	ALT1
YJL047C	853400	P47050	RTT101
YNL067W-A		P0C5Q8	
YOL101C	854052	Q99393	IZH4
YOR085W	854252	P48439	OST3
YDL079C	851480	P50873	MRK1
YBR085W	852380	P18238	AAC3
YER176W	856923	P32644	ECM32
YJL194W	853244	P09119	CDC6
YPL140C	855963	P32491	MKK2
YOR227W	854402	Q12276	HER1
YER071C	856802	P40045	TDA2
YGR279C	853196	P53334	SCW4
YPL202C	855899	Q08957	AFT2
YGL022W	852862	P39007	STT3
YCL029C	850328	P11709	BIK1
YMR120C	855149	P38009	ADE17
YPL114W		O13518	
YMR052W	855073	P46671	FAR3
YOR159C	854330	Q12330	SME1
YLR020C	850707	Q07950	YEH2
YML100W-A	1466496	Q8TGT0	
YBR059C	852351	P38080	AKL1
YML049C	854956	Q04693	RSE1
YKR078W	853953	P36158	
YDR193W		P0C5E0	
YOR146W		Q08533	
YOR372C	854554	Q08887	NDD1
YJL195C		P39541	
YGR271W	853187	P53327	SLH1
YNR032W	855766	P32838	PPG1
YGL025C	852860	P40356	PGD1
YIL028W		P40539	
YLR190W	850887	Q06324	MMR1
YIL134W	854672	P40464	FLX1
YDR305C			HNT2
YLR045C	850734	P46675	STU2
YLR285W	850991	Q05874	NNT1
YDR377W	851983	Q06405	ATP17
YJR108W	853572	P47146	ABM1
YKR001C	853870	P21576	VPS1
YAL034C-B		O13515	
YAR035W	851285	P80235	YAT1
YHR065C	856462	P38712	RRP3
YBR068C	852360	P38084	BAP2
YMR065W	855087	Q04746	KAR5
YBR285W	852588	P38354	
YOR112W	854279	Q12453	CEX1
YMR098C	855123	Q03153	ATP25
YCR086W	850447	P25651	CSM1
YMR302C	855348	P32843	YME2
YHR088W	856488	P38805	RPF1
YLR322W		O13554	VPS65
YGL176C	852699	P46945	
YDR219C	851805	Q04922	MFB1
YFR014C	850568	P27466	CMK1
YGR031W	852919	P53219	IMO32
YER150W	856893	P40092	SPI1
YBR041W	852329	P38225	FAT1
YLR276C	850982	Q06218	DBP9
YDR416W	852025	Q04048	SYF1
YBR252W	852554	P33317	DUT1
YMR075C-A		Q6B0Y7	
YOR387C	854569	Q08910	
YLR346C	851060	Q06139	CIS1
YER177W	856924	P29311	BMH1
YKR025W	853895	P36121	RPC37
YBL082C	852196	P38179	ALG3
YGL102C		P53143	
YBL002W	852284	P02294	HTB2
YGR182C		P53300	
YOR229W	854404	Q12206	WTM2
YML060W	854942	P53397	OGG1
YDR365C	851969	Q06344	ESF1
YLR156W	850856	P0CE98	
YLR156W	850851	P0CE98	
YLR156W	850858	P0CE98	
YLR156W	850856	P0CE96	
YLR156W	850851	P0CE96	
YLR156W	850858	P0CE96	
YLR156W	850856	P0CE97	
YLR156W	850851	P0CE97	
YLR156W	850858	P0CE97	
YNL206C	855515	P40161	RTT106
YGR025W		P53216	
YPL045W	856062	Q03308	VPS16
YGL113W	852765	P53135	SLD3
YMR080C	855104	P30771	NAM7
YBL098W	852179	P38169	BNA4
YMR156C	855188	Q03796	TPP1
YDL233W	851365	Q07684	MFG1
YPL267W	855861	Q08981	ACM1
YGR188C	853100	P41695	BUB1
YLR135W	850826	Q12098	SLX4
YNR062C	855799	P53748	
YIL159W	854647	P40450	BNR1
YGL162W	852714	P53032	SUT1
YPL133C	855970	P19541	RDS2
YNL203C		P40163	
YKL124W	853735	P32343	SSH4
YLR261C	850965	O13549	VPS63
YCR006C		P25350	
YMR294W	855339	P36224	JNM1
YOR068C	854234	Q08474	VAM10
YNL273W	855448	P53840	TOF1
YIL011W	854804	P40552	TIR3
YOR376W-A	1466488	Q3E805	
YCR083W	850444	P25372	TRX3
YGL084C	852796	P53154	GUP1
YCL039W	850318	P25569	GID7
YFL041W-A	1466401	Q3E817	
YDR287W	851881	Q05533	INM2
YOL050C		Q08222	
YLL066C			
YFR055W	850616	P43623	IRC7
YFR013W	850567	P43596	IOC3
YOR342C	854520	Q12182	
YER123W	856860	P39962	YCK3
YBR117C	852414	P33315	TKL2
YLR077W	850766	Q08023	FMP25
YOL035C		Q08207	
YHR093W		P29589	AHT1
YEL018W	856696	P39995	EAF5
YKR095W	853970	Q02455	MLP1
YOR251C	854425	Q08686	TUM1
YBR214W	852515	P38314	SDS24
YOR041C		Q08411	
YDR448W	852059	Q02336	ADA2
YPL263C	855865	Q08979	KEL3
YDR180W	851761	Q04002	SCC2
YER116C	856852	P40072	SLX8
YPL097W	856007	P48527	MSY1
YPR130C		O13568	
YOR130C	854297	Q12375	ORT1
YGL196W	852679	P53095	DSD1
YCL037C	850320	P25567	SRO9
YDR294C	851888	Q05567	DPL1
YMR167W	855203	P38920	MLH1
YNL213C	855508	P40156	RRG9
YBR169C	852467	P32590	SSE2
YNL055C	855669	P04840	POR1
YDR198C	851779	Q03942	RKM2
YKL129C	853729	P36006	MYO3
YER043C	856766	P39954	SAH1
YGR230W	853145	P50084	BNS1
YNL170W		P53888	
YGR084C	852975	P12686	MRP13
YKL100C	853761	P34248	YPF1
YIL110W	854696	P40481	HPM1
YOR119C	854286	Q12196	RIO1
YAL010C	851223	P18409	MDM10
YGL222C	852650	P53080	EDC1
YJL199C		P39534	MBB1
YHL036W	856349	P38734	MUP3
YKL041W	853825	P36095	VPS24
YDL163W		Q12148	
YLR144C	850836	Q12168	ACF2
YIL131C	854675	P40466	FKH1
YHR100C	856500	P38812	GEP4
YNR013C	855747	P27514	PHO91
YLR414C	851132	Q06991	PUN1
YOL166C		Q08373	
YJL216C	853214	P40884	IMA5
YHR105W	856505	P38815	YPT35
YLR030W	850717	Q07967	
YMR242W-A	1466505	Q8TGS6	
YOR008C	854170	P54867	SLG1
YDL119C	851439	Q07534	HEM25
YHR056C	856453	P38781	RSC30
YAL042W	851256	P39727	ERV46
YFR049W	850610	P19955	YMR31
YMR079W	855103	P24280	SEC14
YOL011W	854151	Q08108	PLB3
YNL269W	855452	P53841	BSC4
YKL221W	853659	P36032	MCH2
YBR207W	852506	P38310	FTH1
YKL031W		P36098	
YBR155W	852452	P33313	CNS1
YGR166W	853076	P32893	TRS65
YDR501W	852112	Q04383	PLM2
YKR074W	853949	P36154	AIM29
YFL050C	850494	P43553	ALR2
YDL214C	851312	Q12310	PRR2
YGR122C-A		P0C5N2	
YEL004W	856714	P40004	YEA4
YER141W	856884	P40086	COX15
YPR177C		O13575	
YOR248W		Q08681	
YHR135C	856537	P23291	YCK1
YKL138C	853720	P14063	MRPL31
YJL011C	853442	P47076	RPC17
YAL038W	851193	P00549	CDC19
YGR152C	853056	P13856	RSR1
YOR202W	854377	P06633	HIS3
YKL063C	853802	P35725	
YNR020C			ATP23
YOR266W	854440	P38969	PNT1
YPR124W	856241	P49573	CTR1
YDR264C	851857	P39010	AKR1
YIL128W	854678	P40469	MET18
YOR140W	854307	P20134	SFL1
YDR343C	851944	P39003	HXT6
YNL041C	855687	P53959	COG6
YPR157W	856280	Q06466	TDA6
YJR060W	853523	P17106	CBF1
YAR003W	851265	P39706	SWD1
YGL210W	852662	P51996	YPT32
YJR119C	853583	P47156	JHD2
YDR373W	851979	Q06389	FRQ1
YPR004C	856112	Q12480	AIM45
YPR080W	852415	P02994	TEF1
YPR080W	856195	P02994	TEF1
YOR004W	854165	Q12339	UTP23
YPL162C	855941	Q12042	
YBL106C	852168	P38163	SRO77
YPL200W	855901	Q08955	CSM4
YPR057W	856170	Q99177	BRR1
YBR237W	852539	P21372	PRP5
YIL064W	854746	P40516	EFM4
YMR275C	855318	P48524	BUL1
YDR354W	851956	P07285	TRP4
YNL234W	855487	P53857	
YOR308C	854485	Q12420	SNU66
YDR246W	851833	Q03784	TRS23
YMR100W	855126	Q03162	MUB1
YPR100W	856214	Q06090	MRPL51
YDR428C	852038	Q04066	BNA7
YJR092W	853554	P47136	BUD4
YIL071C	854739	P40512	PCI8
YJL051W	853396	P47046	IRC8
YHR180W		P38868	
YGR265W		P53325	
YOR032C	854197	Q12398	HMS1
YLR301W	851008	Q05905	HRI1
YCL004W	850352	P25578	PGS1
YDR157W		A0A023PZE8	
YDR316W	851911	Q06668	OMS1
YJR071W		P47121	
YGR157W	853061	P05374	CHO2
YNL165W	855556	P53891	
YPR033C	856145	P07263	HTS1
YDL142C	851413	Q07560	CRD1
YNL116W	855607	P53924	DMA2
YKL024C	853844	P15700	URA6
YLR252W		O13573	
YLR427W	851147	Q06436	MAG2
YGL240W	852611	P53068	DOC1
YPR174C	856304	Q06616	
YNL008C	855724	P53983	ASI3
YGR085C	852976	Q3E757	RPL11B
YJR115W	853579	P47152	
YLR200W	850897	P52553	YKE2
YPR151C	856274	Q06524	SUE1
YDR253C	851840	Q12041	MET32
YDL112W	851446	Q07527	TRM3
YGR237C	853152	P50089	
YNL309W	855407	P42845	STB1
YNR015W	855749	P53720	SMM1
YKL086W	853776	P36077	SRX1
YNR075W	855812	P52924	COS10
YLR150W	850843	P39015	STM1
YDR545W	851189	P0CX22	YRF1-1
YDR545W	852158	P0CX22	YRF1-1
YDR545W	854577	P0CX22	YRF1-1
YDR545W	851189	P0CX21	YRF1-1
YDR545W	852158	P0CX21	YRF1-1
YDR545W	854577	P0CX21	YRF1-1
YDR545W	851189	P0CX20	YRF1-1
YDR545W	852158	P0CX20	YRF1-1
YDR545W	854577	P0CX20	YRF1-1
YHR086W	856486	Q00539	NAM8
YPR180W	856310	Q06624	AOS1
YBR193C	852492	P38304	MED8
YLL021W	850639	P23201	SPA2
YCL076W		P25602	
YCR011C	850369	P25371	ADP1
YGL146C	852731	P53117	RRT6
YDL187C		Q07613	
YAL045C		P39725	
YGL153W	852724	P53112	PEX14
YJL010C	853445	P47077	NOP9
YDL138W	851417	Q12300	RGT2
YFR044C	850605	P43616	DUG1
YBR149W	852446	P38115	ARA1
YER170W	856917	P26364	ADK2
YJL084C	853361	P47029	ALY2
YCL054W-A	23547378	A0A0B7P221	RDT1
YDR528W	852141	Q04429	HLR1
YKL073W	853789	P36016	LHS1
YCR020C	850382	P25362	PET18
YNL025C	855706	P47821	SSN8
YHR146W	856551	P38845	CRP1
YHR195W	856602	P38881	NVJ1
YCL065W		P37264	
YKR006C	853875	Q02204	MRPL13
YGR075C	852966	Q00723	PRP38
YMR030W-A	1466499	Q3E760	
YOR311C	854488	Q12382	DGK1
YDR284C	851878	Q05521	DPP1
YDR050C	851620	P00942	TPI1
YMR161W	855196	P48353	HLJ1
YNL058C	855667	P53947	
YER047C	856771	P39955	SAP1
YDL010W	851551	Q12438	GRX6
YNL313C	855403	P42842	EMW1
YDL065C	851494	Q07418	PEX19
YDR349C	851950	Q06325	YPS7
YKL034W	853832	P36096	TUL1
YLR078C	850767	P25385	BOS1
YFR032C-B	1466402	Q8TGU2	
YBR013C	852300	P38215	
YLR153C	850846	P52910	ACS2
YKL118W		P36072	
YDL098C	851460	Q12368	SNU23
YMR183C	855221	P39926	SSO2
YOL019W	854141	Q08157	
YHR119W	856519	P38827	SET1
YLR404W	851120	Q06058	
YLR014C	850701	P07272	PPR1
YDL234C	851364	P48365	GYP7
YNL122C	855601	P53921	
YFR034W-A		Q8TGR2	
YPL210C	855891	P38688	SRP72
YML021C	854987	P12887	UNG1
YOL138C	853982	Q08281	RTC1
Q0140	854586	P02381	VAR1
YER132C	856869	P32634	PMD1
YCL057W	850301	P25375	PRD1
YDR118W	851696	Q04601	APC4
YLL005C	850655	Q07798	SPO75
YEL068C	856641	P39977	
YKL104C	853757	P14742	GFA1
YBL063W	852216	P28742	KIP1
YDR118W-A		P0C5L7	
YOL151W	854014	Q12068	GRE2
YBL029C-A	852251	Q3E756	
YDR159W	851737	P46674	SAC3
YER080W	856813	P40053	AIM9
YHR033W	856428	P38690	
YER052C	856778	P10869	HOM3
YCL069W	850290	P25594	VBA3
YML074C	854901	P38911	FPR3
YJR030C	853487	P47101	RBH2
YDR111C	851690	P52892	ALT2
YDR128W	851706	Q03897	MTC5
YJL119C		P47021	
YJL221C	854635	P0CW40	IMA4
YJL221C	853235	P0CW40	IMA4
YJL221C	854635	P0CW41	IMA4
YJL221C	853235	P0CW41	IMA4
YIL147C	854659	P39928	SLN1
YIL149C	854657	P40457	MLP2
YOR330C	854508	P15801	MIP1
YPL155C	855948	P28743	KIP2
YGL169W	852707	P32579	SUA5
YBR147W	852444	P38279	RTC2
YGR187C	853099	P48362	HGH1
YLR262C	850966	Q99260	YPT6
YDL034W		Q12448	
YER070W	856801	P21524	RNR1
YJR140C	853605	P47171	HIR3
YPL225W	855876	Q08971	
YPL081W	856024	O13516	RPS9A
YGL167C	852709	P13586	PMR1
YGR050C	852941	P53231	
YJR161C	853626	P47187	COS5
YOR379C		Q08903	
YBR246W	852548	P38332	RRT2
YLR296W		Q05898	
YPL266W	855862	P41819	DIM1
YMR157C	855189	Q03798	AIM36
YBR002C	852287	P35196	RER2
YLR234W	850935	P13099	TOP3
YMR110C	855137	Q04458	HFD1
YGR035W-A	1466457	Q45U48	
YGR217W	853131	P50077	CCH1
YKL191W	853643	P32461	DPH2
YDR065W	851637	Q12167	RRG1
YHR024C	856419	P11914	MAS2
YKR042W	853916	P36135	UTH1
YHL043W	856342	P38728	ECM34
YLR096W	850785	P13186	KIN2
YOR142W	854310	P53598	LSC1
YGR068C	852960	P53244	ART5
Q0075	854599	Q9ZZX0	AI5_BETA
YGR296W	855846	P0CX14	YRF1-3
YGR296W	853213	P0CX14	YRF1-3
YGR296W	855846	P0CX15	YRF1-3
YGR296W	853213	P0CX15	YRF1-3
YHL039W	856346	P38732	EFM1
YGR177C	853088	P53296	ATF2
YLR271W	850976	Q06152	CMG1
YOR268C	854442	Q08734	
YBR023C	852311	P29465	CHS3
YPR002W	856108	Q12428	PDH1
YDL004W	851560	Q12165	ATP16
YDR024W		Q99341	FYV1
YJL136C	853305	Q3E754	RPS21B
YLR033W	850720	Q07979	RSC58
YPL127C	855976	P53551	HHO1
YBL088C	852190	P38110	TEL1
YEL007W	856711	P40002	MIT1
YBL064C	852215	P34227	PRX1
YDL171C	851383	Q12680	GLT1
YKR013W	853882	P36110	PRY2
YBL007C	852276	P32790	SLA1
YDR083W	851656	P38961	RRP8
YNL094W	855630	P53933	APP1
YOR017W	854182	P32606	PET127
YDR457W	852068	Q03280	TOM1
YOR394W	855847	P0CE86	PAU21
YOR394W	854576	P0CE86	PAU21
YOR394W	855847	P0CE87	PAU21
YOR394W	854576	P0CE87	PAU21
YER068C-A		A0A023PXC7	
YDR014W	851577	Q99359	RAD61
YMR097C	855122	Q03151	MTG1
YKR101W	853976	P21691	SIR1
YMR111C	855138	Q04461	
YLR278C	850984	Q05854	
YPR108W	856223	Q06103	RPN7
YOL134C		Q08272	
YDR206W	851787	Q03466	EBS1
YJL146W	853295	P46958	IDS2
YDR478W	852089	P40993	SNM1
YOR002W	854163	Q12001	ALG6
YKL039W	853827	P32857	PTM1
YHR059W	856456	P38783	FYV4
YER115C	856851	Q01684	SPR6
YOR194C	854369	P32773	TOA1
YKL214C	853666	P36036	YRA2
YLL055W	850671	Q12235	YCT1
YNL001W	855731	P33309	DOM34
YHL048C-A	1466524	Q3E758	
YIL106W	854700	P40484	MOB1
YGL068W	852811	P53163	MNP1
YPR172W	856302	Q06608	
YML011C	854998	Q04231	RAD33
YAR007C	851266	P22336	RFA1
YBL093C	852184	P25046	ROX3
YLR266C	850971	Q06149	PDR8
YKL155C	853701	P36056	RSM22
YNL317W	855399	P42841	PFS2
YFR009W	850561	P43535	GCN20
YLL030C		Q07829	RRT7
YPR200C	856330	Q06597	ARR2
YCR045W-A		Q8TGQ2	
YBL091C	852187	P38174	MAP2
YDR169C	851747	Q12427	STB3
YMR064W	855086	P32493	AEP1
YCL048W	850309	P25380	SPS22
YDR115W	851692	Q04598	MRX14
YDL159W-A	851395	Q3E774	
YNL035C	855695	P53962	
YHR026W	856421	P23968	VMA16
YDL232W	851366	Q99380	OST4
YDL240C-A		P0C5L8	
YBR142W	852439	P38112	MAK5
YNL007C	855725	P25294	SIS1
YOR298C-A	854474	O14467	MBF1
YLR323C	851033	P53769	CWC24
YOL069W	854085	P33895	NUF2
YJL060W	853386	P47039	BNA3
YNL162W-A	855559	Q3E7A8	
YBR047W	852336	P38231	FMP23
YER076C	856809	P40049	
YDL152W		Q12394	
YBR238C	852540	P38330	
YLR007W	850693	Q07913	NSE1
YOR014W	854179	P38903	RTS1
